Crocus sativus
prostaglandin synthetase inhibitors
median forebrain bundle
spiperone binding sites
nerve SAP amplitude
lowest BIS score
immune escape variants
amyloid beta peptide
inner molecular layer
iodinated contrast medium
SA node artery
computerized tomography angiography
FS containing tAMCA
visual analog scales
reached statistical significance
luminal hemoglobin content
posterior wall thickness
left bundle branch
increased incubated Heinz
bone mineral density
activation attenuates tubulointerstitial
FS containing aprotinin
inferior colliculus lesions
timely EEG evaluation
passive avoidance apparatus
acute bacterial sinusitis
receptor ligands microinjected
kinin B1 receptor
passive avoidance task
inbred mouse strains
new macrolide antibiotic
encoded respiratory chain
electron transport chain
Pure red cell
red cell aplasia
arginine methyl ester
acetic acid writhing
temporal lobe epilepsy
normalized reflex amplitude
13 psychometric measures
kappaB activation attenuates
nerve fiber layer
antidepressant desipramine IP
nitric oxide synthase
summed difference scores
haematopoietic stem cell
pluripotent stem cell
overnight memory consolidation
cellular mediated immunity
malignant mesenchymal tumors
cerebellar sensory processing
attenuated inversion recovery
probability scale indicates
reverse transcriptase inhibitor
minor neurological dysfunctions
glomerular basement membrane
passive avoidance conditioning
hamster renal carcinomas
postsynaptic striatal D2
progressive muscular dystrophy
kinin B2 receptor
mucosa increases intracranial
type IIb atrophy
subthalamic nucleus stimulation
resonance imaging scans
follicular cell lymphoma
mantle cell lymphoma
trough TAC level
nonionic contrast media
anionic site surface
activate B2 receptors
sensorineural hearing loss
human immunodeficiency virus
evoked peak twitch
peptic ulcer disease
internal carotid artery
green fluorescent protein
lactic acid dehydrogenase
impaired fear recognition
smooth muscle actin
oral penicillin anaphylaxis
puromycin aminonucleoside nephrosis
osmolar contrast medium
One hundred sixty
initial MR images
BIS score corresponding
unopposed oestrogen therapy
hour Holter monitoring
TRI given repeatedly
allogeneic bone marrow
nonsmall cell lung
dyskinesia among multiethnic
pressure liquid chromatography
apical ballooning syndrome
Swiss Webster mice
isotonic sodium chloride
tricyclic antidepressant desipramine
akathisia rating scale
sinusoidal obstruction syndrome
facial mucosa increases
gall bladder stones
trial analysed subgroups
Light chain proteinuria
refractory multiple myeloma
prolonged prostaglandin E1
thiobarbituric acid reactive
proliferating cell nuclear
Coenzyme Q10 significantly
pegylated interferon alpha
altered distribution patterns
massive intestinal bleeding
tail suspension test
seizure susceptibility loci
HT1B receptor ligands
primary biliary cirrhosis
Western blot analysis
antidiuretic hormone secretion
visual field constriction
autologous stem cell
neonatal intensive care
fibroblast growth factor
transforming growth factor
mm Hg sem
frozen plasma replacement
passive avoidance paradigm
microangiopathic hemolytic anemia
recurrent cervical carcinoma
transmission electron microscopy
moderate mitral regurgitation
bone marrow BFU
HIV seroconversion among
Dobutamine stress echocardiography
coronary spastic angina
metoprolol plus glucagon
real inhibitory cerebellar
atrial natriuretic peptide
nicotinic acid amide
capillary leak syndrome
nonionic contrast medium
cadaveric renal allograft
PKCa KO mice
supplementary motor area
transient tonic pupillary
prostate lateral lobe
protease inhibitor ritonavir
nerve conduction velocity
premature ventricular contractions
forearm vascular resistance
without clear intraventricular
minute per gram
potentially nephrotoxic antibiotics
leg compartment syndrome
used Poisson regression
drug efflux transporter
Heinz body formation
transient hyperammonemic encephalopathy
premature ventricular complexes
whole body hyperthermia
channel blocker nitrendipine
prevent milk fever
trans retinoic acid
dietary sodium restriction
reduce potassium requirements
sampled intravenous glucose
secondary pinprick hyperalgesia
de novo absence
dose cytosine arabinoside
organic personality syndrome
mice lacking SGK1
highly active antiretroviral
reaction probability scale
controlling menopausal symptoms
idiopathic dilated cardiomyopathy
intrarenal angiotensinogen expression
protracted infusion schedule
arterial oxygen saturation
parkinsonian motor disability
urinary concentrating ability
per cent CHP
amino acid neurotransmitters
lymphocyte transformation test
200 microg carbetocin
massive focal calcification
estimated glomerular filtration
Fatal aplastic anemia
bone marrow progenitor
regained baseline mental
cochlear hearing loss
visual analog scale
urinary NOx excretion
mean lowest BIS
generalized tonic clonic
perceived pain intensity
Heinz body hemolytic
spontaneous alternation performance
two independent observers
osmolality contrast medium
percutaneous coronary intervention
angiotensin converting enzyme
postdose SCr increase
CX3CR1 knockout mice
dihydropyridine calcium channel
nonsteroidal antiinflammatory agents
blood urea nitrogen
subtenon carboplatin chemotherapy
rapidly progressive glomerulonephritis
hilar granule cells
magnetic resonance angiography
cortical malondialdehyde content
papillary muscle contractile
CB1 KO mice
human cloned dopamine
life iAs exposure
basic sinus cycle
metabotropic glutamate receptors
ventricular ectopic beats
granule cell layer
mild aortic regurgitation
mechanical heart valves
acute promyelocytic leukemia
mitochondrial electron transport
p300 protects cardiac
first dysrhythmia occurrence
bone marrow suppression
logistic regression analysis
right radial nerve
Reversible valproic acid
clear cell adenocarcinoma
cocaine metabolite benzoylecgonine
induced spastic paraparesis
serum lactate dehydrogenase
prescribed trimethoprim alone
TAFI antigen concentrations
water maze task
undergoing procedural sedation
neuronal nitric oxide
positive necrotizing glomerulonephritis
cerebral perfusion SPECT
ventricular apical ballooning
functional magnetic resonance
first word recalled
epidural steroid injections
polymorphous ventricular tachycardia
pure red cell
previously healthy person
presumed plus documented
Renal papillary necrosis
Possible contributing factors
selected birth defects
tubular basement membrane
Multivariate regression analysis
peripheral iron dextran
Coenzyme Q10 treatment
heart myocyte cultures
excitatory amino acid
monophasic action potential
adenosine A2A receptor
confusion assessment method
unilateral spinal anaesthesia
freely moving mice
suppressed baseline startle
almost completely abolished
atypical antipsychotic agents
newer oral contraceptives
urine sediment score
selective serotonin reuptake
atrial natriuretic factor
ambulatory ECG monitoring
masseter muscle rigidity
frequently sampled intravenous
compensated cirrhotic patients
low sexual desire
serotonin reuptake blockers
transient neurological deficit
cultured human eyes
oral contraceptive steroids
adjusted odds ratio
SAP amplitude reduction
Neuroleptic malignant syndrome
MRS total score
inoperable lung cancer
primary systemic amyloidosis
serotonin reuptake inhibitors
ectopic granule cell
brain natriuretic peptide
CSF methotrexate concentrations
ANCA positive carbimazole
acute lymphoblastic leukemia
HT 2C receptors
central retinal vein
free radical generation
average ejection fraction
inhibitory cerebellar stimulation
visual analogue scale
transitional cell carcinoma
exaggerated adrenergic response
cardiomyocyte death plays
cold pressor test
ventricular ejection fraction
B3 serotonin neurons
selective adenosine A2A
idiopathic orthostatic hypotension
ventricular septal defect
calcium channel blockers
bladder wet weight
premature ventricular contraction
multiple dosing paradigm
systemic vascular resistance
phosphate shunt activity
MDMA polydrug users
endoscopic sinus surgery
Fischer 344 rats
basal body temperature
striatal D2 DA
central sensitization states
second generation pills
escalating paclitaxel doses
hepatic lipid homeostasis
remnant kidney model
white matter abnormalities
abnormal ocular motility
post synaptic neurotoxicity
bladder body strips
intrarenal noradrenaline infusion
medical intensive care
diastolic volume fell
perfusion defect correlated
protects cardiac myocytes
major health problem
conscious spontaneously hypertensive
percent confidence interval
subcutaneous apomorphine infusions
electrical field stimulation
single pediatric institution
visual evoked potentials
FK506 plus SRL
treated PKCa KO
corneal ulcers associated
body surface area
systemic lipopolysaccharide pretreatment
previous manic episodes
canine ventricular arrhythmias
partial thromboplastin time
Oncology Group performance
Swiss albino mice
targeted mice lacking
crude relative risk
Central nervous system
comparable antitumor efficacy
induced penile erections
without reducing albuminuria
adenovirus hemorrhagic cystitis
average platelet counts
suspected idiopathic epilepsy
deep venous thrombosis
direct thrombin inhibitor
converting enzyme inhibitor
migraine without aura
nonsteroidal antiinflammatory drugs
folinic acid supplementation
intradermal capsaicin injection
serotonin reuptake inhibitor
myocardial electrical excitability
potentially lethal complication
acid reactive substances
cell esophageal carcinoma
Histopathological examination revealed
metastatic squamous cell
110 mm Hg
body mass index
central nervous system
per 100 Gm
CsA plus SRL
acquired aplastic anemia
HIV protease inhibitor
maximum urethral pressure
recurrent squamous cell
adynamic bone disease
vascular endothelial growth
gastric acid back
difficult pain syndromes
marked behavioral modifications
autoimmune hemolytic anemia
dose inhaled salbutamol
elevated plus maze
inhibited mean NTE
Two mouse lines
homeostasis model assessment
thermal sensitivity test
bone marrow transplantation
278 consecutive renal
immunodeficiency virus type
converting enzyme inhibitors
menopausal symptom control
glomerular filtration rate
orthotopic liver transplantation
orthotropic liver transplantation
visual field defects
polymorphic ventricular tachycardia
improves cognitive outcomes
pulmonary vascular smooth
hemolytic uremic syndrome
insulin sensitivity index
induced LH surge
conventional spinal anaesthesia
10 cm H2O
proximal tubular necrosis
acute myeloid leukemia
cytosine arabinoside treatment
sympathetic nervous system
ventricular posterior wall
neuroleptic malignant syndrome
time polymerase chain
myocardial oxygen supply
glutamatergic system via
using transthoracic echocardiography
two separate occasions
NK1 receptors antagonists
mean sitting diastolic
adult emergency department
complete AV block
Ao mRNA levels
bile duct injury
fetal growth measures
following cochlear hearing
climacteric women receiving
squamous cell carcinoma
healed myocardial infarction
protracted pressor effect
beats per minute
Bilateral visual field
independent prostate cancer
novo absence seizure
rat fetuses exposed
hemolytic anemia crisis
users vs nonusers
folic acid supplementation
negative mucosal potential
hormonal replacement therapy
plus P400 showed
nigrostriatal dopamine neurotoxicity
generation oral contraceptives
creatine phosphokinase levels
routine plasma screening
total anionic site
95 percent confidence
rat dentate gyrus
following intracorporeal injections
rat substantia nigra
vascular smooth muscle
metastatic breast cancer
critically ill patients
freely moving rats
old Caucasian man
cardiac adrenergic neuron
calcium channel blocker
central cholinergic functioning
acute interstitial nephritis
LR132 significantly attenuated
regular recreational cocaine
weighted lifetime days
CIS mRNA levels
cerebral white matter
attention deficit disorder
baseline ejection fraction
adrenergic neuron activity
vocal cord function
human temporal lobe
immune hemolytic anemia
maximum nonsedating doses
negative coronary CTA
VPF protein expression
PCE could induce
isolated perfused rat
counts per minute
male Wistar albino
several new anticoagulant
dietary sodium chloride
necessitating liver transplantation
neuromuscular blocking agents
posterior reversible encephalopathy
induced pluripotent stem
adenosine receptor agonists
fatal aplastic anemia
D2 receptor occupancy
hepatic failure necessitating
spontaneous reporting system
brain barrier permeability
ventricular septal defects
sustained ventricular tachyarrhythmias
induced myxoedema coma
intravenous glucose tolerance
Urinary protein excretion
hippocampal cholinergic pathway
Hb mean value
bile duct syndrome
appetite suppressants may
novel sigma receptor
adrenergic blocking agent
tonic pupillary response
atypical plasma cholinesterase
abnormal physical examination
potential atypical antipsychotic
metastatic breast carcinoma
emergency department seizure
activated protein kinase
sensory processing function
glucose tolerance test
molecular weight class
achieved complete remission
attributed visual field
endothelial growth factor
transgenic AIDS mice
synergistic nephrotoxic effect
upper normal limit
mitochondrial oxygen consumption
aggressive prostate cancer
impaired cognitive functions
combined continuous HT
advanced idiopathic Parkinson
A2A receptor antagonists
sulfate treated chicks
regular ecstasy users
small coronary arteries
induced erythema nodosum
stimulating behavioral signs
good performance status
nervous system contributes
potent immunosuppressive agent
transient visual disturbances
competitive NMDA receptor
D1 receptor agonists
cell nuclear antigen
oral ursodeoxycholic acid
functional stalk effect
opioid antagonist naloxone
including torsade de
preexisting complete left
antithrombotic users vs
acid writhing tests
dobutamine stress echocardiography
spinal cord ischemia
free dry weight
sigma receptor agonist
bone marrow transplant
Retrospective case series
HT6 receptor antagonist
cell gastric lymphoma
coronary artery bypass
patients meeting DSM
stem cell transplantation
good graft function
hypoplastic left heart
000 patient admissions
reversed respiratory paralysis
elevated reactive oxygen
South African patients
Serious adverse events
cigarettes per day
healthy young volunteers
primary valve surgery
remission inducing drugs
complete left bundle
small cell lung
ethanol withdrawal severity
variant ventricular tachycardia
bone marrow endothelial
received intradermal injections
group II mGluRs
DA D1 receptor
potentially fatal complication
clinically evident anemia
membrane sodium channels
fulminant hepatic failure
higher ejection fraction
prenatal caffeine exposure
brief observation period
passive avoidance test
flank pain syndrome
A2A receptor agonist
hypersensitivity myocarditis caused
epidural steroid injection
spectrum antiepileptic drug
plasma calcitonin gene
mediated synaptic inhibition
clinical research center
muscle contractile responses
apical plasma membrane
visual field testing
Baseline renal ACE
spinal cord injury
neuroblastoma following bone
systolic orthostatic hypotension
growth hormone secretion
results extend previous
Liver biopsy showed
without known CVD
vaccine birth dose
Left ventricular end
partial coronary stenosis
serum transaminase activities
mental status returned
intraperitoneal infusion rates
plasma VEGF165 levels
bipolar normocalcemic patients
four point scale
muscular rigidity produced
advanced ovarian cancer
total fasciculation score
major depressive disorder
central cholinergic systems
tubular necrosis score
wave sleep time
chronic allograft nephropathy
produce neurological complications
dobutamine stress testing
normal coronary angiogram
altered mental status
A2A receptor antagonist
nicotine binding sites
acute corticosteroid myopathy
vision occurred despite
chronic puromycin aminonucleoside
utero development system
middle cerebral artery
rat prostate lateral
potentially useful anti
apoptotic cell death
primary end point
normal sinus rhythm
SH group angiotensin
selective serotonin uptake
serum marker enzymes
Chinese acromegalic patients
old Caucasian woman
early postoperative delirium
intermittent rifampin therapy
congestive heart failure
proximal tubular damage
sodium chloride diet
500 CD4 cells
cisapride versus placebo
generally well tolerated
moderate MDMA users
upper abdominal pain
Verapamil stimulation test
brain capillary endothelial
acquired long QT
left ventricular filling
myocardial oxygen consumption
induced fibrous myopathy
chronic obstructive pulmonary
capillary endothelial cells
Phase II trial
pattern visual evoked
predominant IBS patients
within normal limits
serotonin uptake inhibitor
epithelial sodium channel
left ventricular ejection
type passive avoidance
serum FBAL concentration
clinically significant RIHA
ventricular fibrillation threshold
low bone turnover
sodium channel density
liver biopsy sample
vein occlusion associated
renal transplant recipient
acute flank pain
endometrial cancer diagnosed
induced tardive dystonia
olanzapine versus risperidone
induced nephrogenic DI
inflammatory bowel disease
potentially serious complication
motor nerve conduction
synaptic inhibition within
sensitive cardiac troponin
liver transplant recipients
sized placebo groups
tumor necrosis factor
associated anionic sites
advanced gastric cancer
old Japanese man
cell lung carcinoma
acetylcholine receptor antibody
biopsy sample showed
skin test antigen
muscarinic cholinergic receptor
induced hemolytic anemias
bilateral optic neuropathy
acute bipolar mania
3379 patients randomly
young asymptomatic chronic
smooth muscle cells
arterial smooth muscle
coronary artery stenosis
HIT type II
QT interval prolongation
2C receptor antagonist
muscle fasciculations caused
volume per micturition
oxidative stress markers
peripheral nervous system
HCl 120 mg
human bone marrow
clinical trials comparing
positive reaction products
coronary artery spasm
respiratory paralysis produced
intracranial blood flow
concentration defect appeared
spontaneously hypertensive rats
induced head twitches
cardiovascular thrombotic events
significant positive correlations
conventional antiarrhythmic drugs
sustained ventricular tachycardia
failure necessitating liver
term associative memory
active antiretroviral therapy
sodium channel blocker
vein four times
olanzapine vs risperidone
women receiving hormonal
molecular mechanisms underlying
taking combined continuous
stem cell transplant
controlled analgesia morphine
vitamin D3 toxicity
potential confounding factors
Long term hormone
renal papillary necrosis
lethal complication occurred
ethinyl estradiol treatment
toxic optic neuropathy
nicotinic receptor blockade
healthy male volunteers
assessment revealed features
left ventricular posterior
dilated cardiomyopathy related
possible contributing factors
D2 DA receptors
paediatric surgical patients
administered isotonic sodium
widely used chemotherapeutic
acute cytolytic hepatitis
open chest dogs
diabetes insipidus rat
urine NAG activity
QT interval returned
novel selective adenosine
diastolic blood pressures
consecutive renal specimens
infected untreated animals
Cerebral blood flow
controlled challenge tests
nervous system leukemia
fixed coronary artery
creatine kinase levels
dopamine receptor subtypes
sleep apnea syndrome
flecainide plasma concentrations
de pointes ventricular
using passive avoidance
caffeine challenge test
body weight gain
pain following intracorporeal
cerebral artery occlusion
calcium channel blocking
chronic FK506 nephropathy
rat prolactinoma cells
mean BIS score
evaluate seizure susceptibility
bladder afferent cells
hippocampal amino acid
permanent visual loss
minimum effective plasma
following intestinal ischemia
acute noxious stimulation
left ventricular papillary
intravenous conscious sedation
new anticoagulant drugs
perfused rat kidney
clozapine vs risperidone
absolute risk remained
locomotor stimulatory effects
healthy younger women
elevated intraocular pressure
granule cell population
cortical epileptic activity
tubular epithelial cells
Male Wistar rats
Wistar albino rats
week rest period
renal transplant recipients
cholinergic agonist pilocarpine
pharmacokinetic drug interaction
severe rheumatoid arthritis
B2 receptor antagonist
chronic ER stress
onset atrial fibrillation
Prenatal cocaine exposure
statistically significant benefits
oliguric renal failure
per body surface
adrenergic blocking drugs
Multivariate analysis showed
fetal pulmonary hypertension
phase II trial
renal cortical malondialdehyde
prior psychiatric history
nerve growth factor
A1 receptor agonist
serum chemistry changes
obstructive pulmonary disease
women receiving oestrogen
extrapyramidal motor system
induced cortical dysplasia
developed complete AV
symptom duration prior
kg body wt
subclinical heart failure
combined oral contraceptives
type chronic FK506
patients undergoing FESS
developed torsade de
neurocritical care patients
recreational cocaine users
postsynaptic dopamine receptor
old Chinese man
urinary sodium excretion
randomised clinical trials
pointes ventricular tachycardia
drug reaction probability
renal tubular acidosis
neuronal cell death
treating clinically significant
single intraperitoneal injection
de pointes occurred
patient taking diphenylhydantoin
Mean arterial pressure
oral caffeine challenge
ventricular papillary muscle
following molindone administration
smooth muscle cell
mg per deciliter
plasma MDA concentration
induced orofacial dyskinesia
relatively healthy women
visual field abnormalities
left ventricular systolic
paclitaxel 185 mg
usually well tolerated
postoperative convulsive seizures
Nine days later
specific mortality rates
cell lung cancer
ventricular filling pressure
mean NTE activity
mm Hg diastolic
urinary protein excretion
Systolic blood pressure
advanced breast cancer
normal tissue toxicities
week sulphasalazine syndrome
receiving AmB alone
typical absence seizures
rat ventricular myocytes
artery calcification could
local anesthetic seizures
serum PTH levels
primary pulmonary hypertension
90 mm Hg
angiotensin II receptor
resolved spontaneously following
brain stem activation
Three hours later
year overall survival
continuous combined HT
tubulointerstitial nephritis induced
malignant syndrome probably
plus sulindac compared
severe adenovirus disease
regional cerebral blood
blood mononuclear cells
right coronary artery
low brain angiotensinogen
mm Hg systolic
spinal motor neurons
valvular heart disease
like growth factor
marrow endothelial cells
glomerular capillary pressure
without HIV co
total peripheral resistance
plasma ammonium levels
baseline mental status
deep sedation group
left ventricular wall
plasma corticosterone level
visual field loss
passive avoidance response
serum levetiracetam concentration
complete heart block
25 per cent
dobutamine induced ischaemia
taking continuous combined
mediated antitumor activity
aplastic anemia due
every 28 days
coronary artery disease
Group performance status
microl normal saline
prazosin treated SHR
new angiotensin II
left ventricular apical
pH normal saline
One week later
year old African
associated intracerebral hemorrhage
sudden cardiac death
received coronary CTA
retrospective cohort study
beating rat heart
rat heart myocyte
novel animal model
useful animal model
Recent data suggest
without autonomic neuropathy
nerve conduction studies
methadone maintenance therapy
old white woman
tumor growth factor
peripheral dopamine D2
red blood cells
used chemotherapeutic agent
symptoms resolved completely
good partial response
status epilepticus followed
dopamine D2 receptor
associated mental confusion
hemorrhagic blood volume
suspected myocardial infarction
D2 receptor antagonists
myocardial contrast echocardiography
users receiving methadone
rheumatoid arthritis treated
prophylactic lamivudine group
widely used analgesic
A1 receptor antagonist
patients undergoing hip
developed neuroleptic malignant
primary motor cortex
concentration dependent manner
rat atrial spontaneous
minimal model analysis
sensory action potential
phase II block
statistically significant differences
increases intracranial blood
systolic blood pressure
target heart rates
HBV DNA levels
statistically significant decreases
D2 receptor blockade
low dose GVG
associated subarachnoid hemorrhage
subarachnoid hemorrhage associated
undergoing cardiac angiography
hour continuous infusion
women taking combined
Possible risk factors
Phase II study
acute oliguric renal
containing neurons within
angiotensin II antagonist
highly significant correlation
blind randomized trial
50 per cent
left ventricular end
drug delivery system
mean arterial pressure
present study examines
phase III studies
penile pain following
relatively healthy 50
D2 dopamine receptors
average volume per
reversible encephalopathy syndrome
renal protein reabsorption
various time intervals
acute tubular necrosis
induced cerebral haemorrhages
Cyclophosphamide associated bladder
subjects without autonomic
nicotinic receptor concentration
40 mm Hg
overall response rate
induced hyperammonemic encephalopathy
heart rate variability
old white man
aminocaproic acid therapy
central dopamine D2
induced nephrogenic diabetes
plus sulindac group
11 529 patients
without bone involvement
carbimazole induced vasculitis
ifosfamide related encephalopathy
volume depleted rats
Although several new
significant insulin resistance
per minute per
cerebral blood flow
chronic PAN nephropathy
low back pain
cardiac marker enzyme
induced platelet aggregation
hormone replacement therapy
controlled hypotension anesthesia
studies evaluated quetiapine
serious adverse events
folinic acid infusion
plasma argatroban concentration
oral contraceptive therapy
action potential generation
ischaemic heart disease
TBPS binding induced
failure following rifampin
plasma renin activity
used oral contraceptives
mg nicotine lozenge
left ventricular dysfunction
body hemolytic anemia
stage II hypertension
asymptomatic chronic cocaine
increased liver neoplasms
HIV disease progression
low pH normal
hemodialyzed patients receiving
present study investigates
following bone marrow
49 days post
peripheral blood stem
phase III clinical
prostaglandin synthesis may
thrombocytopenia type II
100 mm Hg
nervous system toxicity
male sexual dysfunction
abnormal cardiac adrenergic
82 evaluable patients
randomized phase II
induced electrographic seizure
optic nerve toxicity
cardiovascular event data
following status epilepticus
fulminant liver failure
higher serum phosphate
WT control versus
acid levels rose
80 mg valsartan
crack cocaine use
initial MR study
low molecular weight
congenital heart disease
old woman presented
60 epileptic women
control versus CYP
induced atrial tachyarrhythmia
advanced metastatic renal
group angiotensin converting
Sprague Dawley rats
present ecstasy users
dyskinetic parkinsonian patients
evoked hyperalgesia significantly
patients taking hydroxychloroquine
24 hour urine
injected animals exhibited
induced Gerstmann syndrome
induced baboon syndrome
uric acid levels
light sedation group
extrapyramidal side effects
untreated chronic hepatitis
continuous HT significantly
randomized controlled trial
independent risk factor
NMDA receptor antagonist
Acute renal insufficiency
rate pressure product
male DS rats
induced behavioral modifications
induced de novo
present report describes
Naranjo adverse drug
kidney tubular dysfunction
clinically important adverse
systolic left ventricular
mental status changes
experimental nephrotic syndrome
receptor knockout mice
NMDA receptor activation
decreased creatinine clearance
reversible left ventricular
hemodynamic changes occurred
liver function tests
receiving oestrogen therapy
reduce mean arterial
induced diabetes insipidus
Extrapyramidal side effects
users demonstrated elevated
plasma membrane sodium
brain cholinesterase activity
either free DOX
mitochondrial respiratory function
15 mg bid
acute cholestatic hepatitis
within 48 hours
without chronic prazosin
low serum albumin
population without known
fusidic acid treatment
blind crossover study
induced writhing test
III clinical trial
induced torsade de
effective refractory period
serum aminotransferase levels
clinical congestive heart
000 women years
arterial blood pressure
mg nicotine gum
serum prolactin levels
third postoperative day
blood cell counts
left coronary artery
diclofenac 75 mg
male Wistar rats
CP 200 mg
may occur even
acetylcholine receptor expression
one month later
odds ratio associated
results provide evidence
200 mg iv
brain oxidative stress
significant fixed coronary
treated spontaneously hypertensive
oral galactose treatment
acute myocardial infarction
diastolic blood pressure
identify risk factors
stage IV disease
adverse cardiorespiratory effects
rats fed diet
ischemic brain injury
fatty liver disease
D2 dopamine receptor
function remained impaired
side effect profiles
diastolic left ventricular
action potential duration
induced coronary hyperemia
change cardiac output
hour infusion followed
induced retention deficit
renal artery stenosis
phase II study
treated metastatic breast
induced intracerebral hemorrhage
blind multicenter study
maximum tolerated dose
Toxic hepatitis induced
diabetic subjects without
nicotine sulfate treated
repair synthesis induced
associated chest pain
prior zidovudine therapy
mortality rate ratio
placebo vs active
continuous intravenous infusion
nervous system side
adverse drug reaction
long QT syndrome
blood cell count
nerve conduction study
randomized clinical trials
like receptor agonist
respiratory control ratio
neuropsychiatric side effects
preexisting renal disease
week core study
high molecular weight
blood stem cell
serum creatinine levels
adrenergic receptor antagonist
chronic active hepatitis
study prospectively evaluated
increased urine output
healthy male subjects
50 mm Hg
kg body weight
increased tremor severity
acute kidney injury
coronary blood flow
independent risk factors
nervous system activity
crack cocaine increased
cell proliferation rate
body weight loss
total daily levodopa
administered five times
lithium maintenance therapy
chronic non malignant
additional risk factors
folic acid administration
recent studies suggest
daily urinary protein
avoidance task induced
ventricular systolic pressure
induced brief episodes
mean pulmonary arterial
myocardial cell apoptosis
induced diabetes mellitus
serum potassium level
syndrome probably caused
lowering blood pressure
continue combination therapy
hour heart rate
induced nigrostriatal dopamine
female Wistar rats
200 mg ketoconazole
induced hemorrhagic cystitis
present study aimed
objective response rate
known risk factors
non malignant pain
10 mm Hg
subcutaneous apomorphine treatment
human erythrocytes induced
urinary bladder function
systolic arterial pressure
serum creatinine level
developed prostate cancer
mg twice daily
hospitalized elderly patients
persistent pain model
induced immune hemolytic
Adverse effects included
methadone maintenance patients
five consecutive days
patients undergoing carotid
high sodium chloride
common adverse events
30 mm Hg
four times daily
increased simvastatin exposure
induced muscular rigidity
induced motor fluctuations
known coronary artery
old man presented
induced muscle fasciculations
10 microl normal
induced optic neuropathy
rat urinary bladder
organ transplant patients
induced hamster renal
every 21 days
developed congestive heart
induced hypertension instituted
induced aplastic anemia
propofol injection pain
pulmonary arterial pressure
induced status epilepticus
statistically significant greater
lung cancer risk
showed marked visual
induced aggressive behavior
induced polymorphous ventricular
patients receiving desferrioxamine
per 10 000
left ventricular function
decreased auditory function
total sleep time
acute cisplatin nephrotoxicity
serum albumin levels
Acute renal failure
mean arterial blood
within one month
central venous pressure
high dose inhaled
mean age 70
acute renal failure
last two doses
10 mg BID
positive carbimazole induced
experimental myocardial infarction
acute liver failure
renal ACE activity
major adverse events
induced epileptiform activity
Acute confusion induced
prior myocardial infarction
old patient suffering
vitro data suggest
comprised 40 patients
infected children treated
induced blood dyscrasias
chronic prazosin treatment
spironolactone 100 mg
10 000 women
dose intravenous methotrexate
blood pressure became
versus CYP treatment
induced diabetic nephropathy
receiving continuous infusion
plasma lidocaine level
adverse drug reactions
first published case
induced artery calcification
renal plasma flow
times per day
previously reported cases
three times per
statistically significant reduction
aortic blood pressure
sexual side effects
deliberate hypotension induced
chronic cocaine users
enzyme inhibitors may
lindane induced convulsions
increased cell proliferation
propofol infusion pain
day isoproterenol pretreatment
extrapyramidal side effect
present study demonstrates
RAD001 10 mg
Control rats received
chronic coronary artery
Two studies evaluated
induced locomotor hyperactivity
acute pain models
rheumatoid arthritis patients
old women taking
following ritonavir treatment
dose intravenous methylprednisolone
last DOX treatment
developed thrombosis within
induced secondary hyperalgesia
old male presented
increased oxidative stress
induced apoptotic death
mean body weight
patients randomly assigned
either active drug
serum PRL levels
stage renal disease
renal blood flow
effective plasma concentrations
within 30 minutes
women years among
four consecutive days
prolonged analgesic treatment
significant difference among
drug interactions related
data obtained using
800 mg daily
least one year
relapsed disease 10
following repeated doses
groups exhibited similar
term use appears
without prior chemotherapy
receptor selective antagonist
chronic prazosin treated
possible risk factors
associated visual field
induced morphologic changes
enzyme inhibitor therapy
800 mg per
thalidomide 200 mg
decreased locomotor activity
II receptor type
improve blood pressure
may cause delirium
II receptor antagonist
year old man
within 24 hours
cardiovascular disease mortality
renal cell carcinoma
related adverse events
related chest pain
blood pressure 120
adult male mice
metastatic renal cell
high dose dexmedetomidine
QT prolongation induced
received either free
rats creatinine clearance
without concomitant use
induced mood disorder
year old female
left ventricular pressure
adult Wistar rats
locomotor hyperactivity induced
abnormal liver function
year old woman
potential risk factors
patient per hour
statistically significant decrease
min recovery period
heart failure resolved
serum calcium concentrations
PD female rats
10 monkeys developed
two times per
induced limbic seizures
induced postoperative myalgia
induced myocardial ischemia
present study indicates
mice exhibited higher
two consecutive days
different treatment regimens
renal sodium excretion
cimetidine 200 mg
Acute liver failure
patients undergoing general
serious adverse drug
systemic heparin therapy
term steroid therapy
acute cardiovascular events
induced nephrotic syndrome
controls received saline
term cardiac transplant
patient developed weakness
induced myocardial infarction
induced ocular dyskinesias
reduced locomotor activity
showed statistically significant
acute myocardial ischemia
impaired renal function
induced hemolytic anemia
maximum heart rate
highest dose given
60 years old
induced parkinsonian catalepsy
plasma creatinine levels
statistically significant increase
cumulative doxorubicin dose
among CHF patients
induced reflex bradycardia
commonly used drug
chronic renal failure
induced striatal dopamine
old male patient
significantly attenuated cocaine
plasma potassium levels
treated epileptic animals
adverse effects include
induced muscle rigidity
15 minutes following
randomised clinical study
induced dopaminergic neurotoxicity
dose etoposide therapy
HT significantly increased
induced cholestatic hepatitis
induced memory impairment
median disease duration
progressive renal failure
first reported case
stage liver disease
coronary heart events
higher baseline serum
following myocardial infarction
without known risk
complete blood cell
term hormone therapy
induced bone marrow
two case reports
postoperative pain control
two groups based
mean age 60
induced ocular hypertension
developed renal insufficiency
prostate cancer patients
adult patients undergoing
